blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
207,541207,4811,1.3854833575547765,103.89813391436807,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.2316,3.8779,48.47
232,180232,7826,1.2968242951037228,103.8533426566681,Albert Centre Market & Food Centre,MHC,180270,"Blk 270, Queen Street, S(180270)",1.3010516902224747,103.85407757755758,0.4776,0.5732,7.16
649B,642649,6402,1.3380616310531463,103.69813648982944,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.474,1.7688,22.11
635B,672635,12271,1.386653659290029,103.7578314321474,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,5.3,6.36,79.5
323B,542323,4619,1.3922405552806854,103.89274146831663,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.7653,4.5183,56.48
472,510472,11058,1.3741698073734785,103.95735661062604,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.4777,4.1733,52.17
570,530570,4751,1.3779386234220417,103.88825764467788,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.1132,2.5358,31.7
494D,524494,9948,1.363759932163803,103.95329892987623,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.2363,2.6835,33.54
172C,823172,7051,1.3954966318765563,103.91233960695426,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.9987,5.9984,74.98
634,680634,290,1.3967257617861768,103.74973981115157,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,5.4319,6.5183,81.48
183B,732183,11054969,1.43520028672049,103.77714846175564,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.9136,1.0963,13.7
433,820433,12639,1.4169542697983373,103.9107212538993,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,7.0026,8.4031,105.04
176,570176,12461,1.3482437169559904,103.85390020606589,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.8909,1.0691,13.36
257A,551257,3261,1.3551253720687806,103.87237365880878,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,1.0864,1.3037,16.3
48,519715,5493,1.3830109885929098,103.94409449295517,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.1606,4.9927,62.41
308,120308,4103,1.321002841418959,103.76697723868276,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.8496,1.0196,12.74
280,760280,1166,1.438535356583843,103.8369593140583,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.2296,1.4755,18.44
567,510567,5863,1.369179402979006,103.94923644666972,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.6702,3.2043,40.05
203,650203,10503,1.3474718562191734,103.74912012565538,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.3421,1.6105,20.13
796A,731796,1986,1.4433740534226327,103.80387558263665,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.9945,3.5934,44.92
221,650221,2140,1.347494585494174,103.75359358501383,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.82,2.184,27.3
644,560644,7077,1.3790993289181892,103.8409339332167,Blk 628 Ang Mo Kio Ave 4,MHC,560628,"Blk 628, Ang Mo Kio Ave 4, S(560628)",1.3809906014185351,103.8406280943931,0.2133,0.2559,3.2
605B,522605,11055077,1.362374603756688,103.935188227322,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.1386,2.5663,32.08
622,730622,1889,1.4342259871661376,103.79868224603028,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.6237,3.1484,39.36
50A,441050,11050846,1.3056995849627755,103.91578557781735,Blk 50A Marine Terrace,MHC,441050,"Blk 50A, Marine Terrace, S(441050)",1.3057297369080327,103.91573703958302,0.0064,0.0076,0.1
310A,821310,9604,1.4090882116943453,103.90133197788397,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.8203,6.9844,87.3
476,560476,4175,1.3624273605688368,103.85786475016856,Blk 409 Ang Mo Kio Ave 10,MHC,560409,"Blk 409, Ang Mo Kio Ave 10, S(560409)",1.3626541004343604,103.85528830149764,0.2878,0.3454,4.32
161,530161,209,1.3523189293959565,103.87863974716664,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.1172,1.3407,16.76
302C,823302,10331,1.4048019912979899,103.90490964006027,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.5049,6.6059,82.57
333,560333,10976,1.3613625931533193,103.85170792580429,Blk 409 Ang Mo Kio Ave 10,MHC,560409,"Blk 409, Ang Mo Kio Ave 10, S(560409)",1.3626541004343604,103.85528830149764,0.4236,0.5083,6.35
670A,641670,8935,1.3441514406282786,103.70286941801368,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,1.1117,1.334,16.68
353A,751353,816,1.4505362827760415,103.81913254892868,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.355,2.8261,35.33
675D,764675,11052054,1.4197257678703274,103.84272235526304,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.0638,2.4765,30.96
530B,512530,10108,1.3716412936403783,103.94960761249423,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.9472,3.5366,44.21
159,530159,7401,1.3515230066455746,103.87944938336936,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.1175,1.341,16.76
487C,683487,11055791,1.3765009897512348,103.73927134695342,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,3.6012,4.3214,54.02
46,518690,7416,1.382059171048979,103.94440239195214,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.0543,4.8652,60.81
284,650284,10246,1.3467328585470049,103.75722030246689,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.198,2.6376,32.97
647,760647,11055166,1.4223660832622211,103.83721725899547,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.4136,1.6964,21.2
581,730581,1946,1.429951963855757,103.79640620193577,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.6311,3.1573,39.47
437A,651437,11053740,1.3582080181497607,103.73919845927495,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.6467,1.976,24.7
110,519113,4004,1.383231523000287,103.94422157626991,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.185,5.022,62.77
6,509907,12380,1.3899391429384471,103.98879340164483,Blks 2 & 3 Changi Village Road,MHC,500002,"Blk 2/3, Changi Village Road, S(500002/500003)",1.3891516474295067,103.98824525398364,0.1068,0.1282,1.6
152,560152,3441,1.3766652913100996,103.84015172449682,Blks 160/162 Ang Mo Kio Ave 4,MHC,560160,"Blk 160/162, Ang Mo Kio Ave 4, S(560160/560162)",1.3742826190622583,103.83897722017583,0.2957,0.3548,4.44
28,200028,65,1.3060142101103747,103.8573479799153,Berseh Food Centre,HC,208877,"166, Jalan Besar, S(208877)",1.3073365454546142,103.85685399087767,0.1571,0.1886,2.36
315,550315,7354,1.3529798838830034,103.86598159751347,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,1.1279,1.3535,16.92
267,510267,4118,1.3658277237938032,103.96327852233581,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.0595,3.6713,45.89
370,730370,11232,1.432799403461849,103.78738972255226,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.655,1.986,24.83
364,730364,11049,1.4339660551810423,103.78668536350358,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.5079,1.8094,22.62
166,680166,10502,1.382950224095765,103.75286862945528,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,4.7046,5.6455,70.57
20,519227,4028,1.3810807878040672,103.94403020306736,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.9459,4.735,59.19
50,461050,10532,1.3292802152076488,103.9224530489035,Blk 538 Bedok North Street 3,MHC,460538,"Blk 538, Bedok North Street 3, S(460538)",1.3320672671941451,103.92462132065832,0.393,0.4717,5.9
263,180263,9266,1.2986230937517413,103.85229473265154,Albert Centre Market & Food Centre,MHC,180270,"Blk 270, Queen Street, S(180270)",1.3010516902224747,103.85407757755758,0.3353,0.4024,5.03
119,610119,7860,1.3350475210003485,103.7244836143833,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.3337,0.4005,5.01
929,530929,3883,1.3760566831397536,103.88149341597637,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9564,2.3477,29.35
19,519226,4281,1.3809932983707516,103.94368009212091,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.937,4.7244,59.05
632C,823632,5945,1.4009822654944082,103.91293395046294,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.5409,6.6491,83.11
114,310114,2657,1.3409039402583032,103.84431854177485,Blk 127 Toa Payoh Lorong 1,MHC,310127,"Blk 127, Lorong 1 Toa Payoh, S(310127)",1.338092760575782,103.8447316938455,0.3163,0.3796,4.74
138,650138,5158,1.3504679877994235,103.74445841490812,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.0784,1.2941,16.18
419,680419,11636,1.3819320658401264,103.74159082945027,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,4.2523,5.1028,63.78
207A,561207,8120,1.3660316796833507,103.84225594699545,Blk 226H Ang Mo Kio Street 22,HC,568226,"Blk 226H, Ang Mo Kio Street 22, S(568226)",1.3671965370004393,103.84002222808955,0.2804,0.3365,4.21
503,730503,11251,1.4325790160558396,103.79175733578866,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0399,2.4479,30.6
619,470619,950,1.3334728785919652,103.91769040517417,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.4062,0.4874,6.09
438B,822438,866,1.4187756802786453,103.91147219866616,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,7.2219,8.6662,108.33
685,530685,1078,1.3752813618572322,103.88595061193959,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.8031,2.1638,27.05
318,730318,2711,1.4318397782905306,103.7773052170405,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.288,1.5456,19.32
17,321017,2474,1.3282365298812984,103.85991962555994,Blk 90 Whampoa Drive,MHC,320090,"Blk 90, Whampoa Drive, S(320090)",1.3230640283908381,103.8549950810287,0.7949,0.9539,11.92
891B,731891,2977,1.4378968309064206,103.79053814734013,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.63,1.956,24.45
222,310222,6054,1.3417637192344578,103.8560420036974,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.2539,0.3047,3.81
463,790463,12938,1.3936570900270928,103.87206384872201,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.0404,3.6485,45.61
318A,121318,9125,1.317570783089191,103.7651416867678,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.4783,0.574,7.17
332,610332,6110,1.3385772164036391,103.72382371418301,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.5126,0.6152,7.69
651,670651,303,1.3866247215313348,103.76366202657292,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.428,6.5136,81.42
111,521111,2427,1.3468034908232998,103.94734969020584,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,0.3298,0.3958,4.95
243,530243,3870,1.35764328218687,103.89174626996231,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,0.4608,0.553,6.91
450,570450,2773,1.358348974423358,103.83039499115503,Blk 320 Shunfu Road,MHC,570320,"Blk 320, Shunfu Road, S(570320)",1.3520255628362494,103.83696451400358,1.0149,1.2179,15.22
706,640706,1,1.3414633084852383,103.69444671451032,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,2.0045,2.4054,30.07
205,460205,10328,1.3260075365364108,103.93081074975336,Blk 208B New Upper Changi Road,HC,462208,"Blk 208B, New Upper Changi Road, S(462208)",1.324818168664196,103.93054429749219,0.1357,0.1628,2.04
319B,692319,11052416,1.3622826121550549,103.73877480446666,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,2.0838,2.5006,31.26
146,540146,4275,1.3902799043672929,103.90631369929321,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.1404,4.9685,62.11
166,570166,12515,1.3486778183602277,103.855258722956,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.9436,1.1323,14.15
248,760248,1282,1.4356258551193661,103.84233719315594,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.6146,1.9375,24.22
124,310124,471,1.338714734378254,103.84464426404739,Blk 127 Toa Payoh Lorong 1,MHC,310127,"Blk 127, Lorong 1 Toa Payoh, S(310127)",1.338092760575782,103.8447316938455,0.0699,0.0839,1.05
101B,762101,1303,1.43138584343742,103.82822502900339,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.0268,0.0321,0.4
101,760101,1360,1.430938055165263,103.82767555181775,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.1056,0.1267,1.58
101A,761101,1361,1.4311265166951281,103.82836211939215,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.045,0.054,0.68
104,760104,1362,1.431456500407056,103.82852722065903,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,0.0143,0.0171,0.21
678B,822678,2118,1.4058647479714348,103.9090582898647,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.8028,6.9634,87.04
264,650264,3951,1.3499271342754282,103.75903456165966,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,2.2198,2.6638,33.3
29,270029,10369,1.3086578934268709,103.78416155824968,Blk 20 Ghim Moh Road,MHC,270020,"Blk 20, Ghim Moh Road, S(270020)",1.310996635759871,103.7882303156896,0.5223,0.6268,7.83
80B,312080,7845,1.3353266414572638,103.84991042469541,Blk 74 Toa Payoh Lorong 4,MHC,310074,"Blk 74, Lorong 4 Toa Payoh, S(310074)",1.3345507486923727,103.8520035099266,0.2484,0.2981,3.73
492D,523492,5519,1.363863481201803,103.95400296458975,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.2814,2.7377,34.22
608,560608,2840,1.378779644352785,103.83698468044574,Blk 628 Ang Mo Kio Ave 4,MHC,560628,"Blk 628, Ang Mo Kio Ave 4, S(560628)",1.3809906014185351,103.8406280943931,0.4743,0.5692,7.11
589B,752589,759,1.4497583399642409,103.82535456949836,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.058,2.4696,30.87
211,310211,7505,1.3404431615383832,103.85374654427176,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,0.0687,0.0825,1.03
525A,671525,300,1.3861748600012311,103.76553983893798,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.33,6.396,79.95
124,650124,10726,1.3511505127905352,103.74716644272999,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,1.3522,1.6227,20.28
338,540338,11051697,1.3992168768702256,103.88963368489739,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.4853,5.3824,67.28
128,470128,1075,1.3334405270548182,103.91158413137809,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.2766,0.332,4.15
286C,543286,11050784,1.3981014189194623,103.8964069854449,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.4936,5.3923,67.4
